id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4455922,Sunny Spacious 85m2 + roof terrace!,3142340,Nils,,Westerpark,52.38517939284832,4.872119574792119,Entire home/apt,98,4,38,2018-03-28,0.82,1,0
4460187,Central place with gorgeous view,8241179,Gerardo,,Centrum-West,52.384922970620735,4.893480194845899,Entire home/apt,200,3,10,2018-09-16,0.28,1,89
4462332,Cocos's Outback Apartment 2,17991957,Jane,,Centrum-Oost,52.36457171819302,4.896581364841116,Entire home/apt,220,7,52,2019-01-04,1.12,3,220
4463527,Private apartment next to park,17701024,Anouk,,Bos en Lommer,52.3867383270357,4.848653209766067,Entire home/apt,74,3,10,2017-07-02,0.20,1,0
4465575,Three storey house with a garage,22594722,Maike & Caspar,,Oostelijk Havengebied - Indische Buurt,52.37202461880481,4.950109960856119,Entire home/apt,152,2,23,2018-11-18,0.46,2,0
4466122,Trendy appartment in A'dam east,22559698,Bram,,Oud-Oost,52.363451085384774,4.930319937495235,Entire home/apt,150,3,3,2015-01-05,0.06,1,0
4466667,"GREAT APARTMENT IN JORDAN AREA,WESTERPARK,W/GARDEN",14183886,Luis,,Westerpark,52.38367989829485,4.873153832171092,Entire home/apt,100,4,5,2018-08-15,0.15,26,106
4467049,AMAZING luxury renovated apt with balcony!,6537624,Loes,,Zuid,52.3478934817331,4.861404042469023,Entire home/apt,215,3,18,2018-12-29,0.37,1,135
4467898,Beautiful waterfront villa 180m2,23179135,Bart & Manon,,IJburg - Zeeburgereiland,52.3593195302702,4.981401369037616,Entire home/apt,190,3,10,2017-10-24,0.27,2,190
4470364,Luxurious apartment in Amsterdam centre,23192776,Tamana,,Westerpark,52.37909596487911,4.871489992577093,Entire home/apt,125,1,2,2018-09-18,0.38,1,0
4472761,NEW! Cozy appartment  with garden!,3545120,Dorien,,De Pijp - Rivierenbuurt,52.35380293188041,4.900093136577607,Entire home/apt,150,2,30,2018-12-30,0.63,1,0
4476077,SuperCentral family apartment,22534748,Gernant,,Westerpark,52.38414845851237,4.870141324417376,Entire home/apt,160,4,5,2018-12-31,0.20,1,107
4479875,Nice appartment at the edge of the city,23244736,Hp,,Gaasperdam - Driemond,52.301663444410636,4.987319228786047,Entire home/apt,90,4,10,2018-10-15,0.79,1,8
4480255,"Lovely apartment, great location! - with cat!",9386523,Monique,,De Baarsjes - Oud-West,52.368969917407114,4.870909156036046,Entire home/apt,150,1,8,2018-10-20,0.16,1,0
4480676,Spacious apartment Rivierenbuurt,2064137,Sophie,,De Pijp - Rivierenbuurt,52.34328770258406,4.904406472734838,Entire home/apt,120,2,0,,,1,0
4481117,Clean and cozy apartment,23027423,Jitske,,De Baarsjes - Oud-West,52.37294296850085,4.855723161463874,Entire home/apt,59,6,5,2018-06-13,0.11,1,0
4481240,Cosy and luxe apartment in Amsterdam,23251696,Annemarie,,Westerpark,52.39022326303507,4.879909852147837,Entire home/apt,84,4,8,2018-08-13,0.45,1,0
4482635,Luxery family house with garden + free parking,10254726,Maarten,,IJburg - Zeeburgereiland,52.34865123762602,5.004831678044985,Entire home/apt,95,3,5,2018-06-30,0.25,1,13
4486178, BEST 4 COUPLES+VONDELPARK+CENTER !,14183886,Luis,,De Baarsjes - Oud-West,52.35991910090153,4.868038462657698,Entire home/apt,114,3,36,2015-08-28,0.71,26,0
4487817,Spacious room near Museums quarter,3539607,Arina,,Oud-Oost,52.35851116760434,4.9274547389173,Private room,70,2,5,2018-12-02,0.11,1,338
4487975,"Large sunny flat, balcony, WiFi",14641242,Cecily,,Oud-Oost,52.35718266486062,4.925066243536721,Entire home/apt,105,2,25,2017-08-31,0.50,1,165
4488094,Nice apt. close to the city centre,23284289,Rogier,,De Pijp - Rivierenbuurt,52.343662499241645,4.910328789892975,Entire home/apt,99,1,34,2018-12-17,0.69,1,67
4488534,Cosy & Modern apt in Westerpark,8098975,Carlos,,Westerpark,52.38442349295061,4.87585455671251,Entire home/apt,159,4,25,2018-07-31,0.54,1,12
4488692,Luxury new apartment,23286921,Mireille & Daan,,Centrum-Oost,52.36226684803854,4.886309435189365,Private room,230,4,215,2018-12-30,4.23,1,274
4495913,"Real Amsterdam loft, city centre",10453514,Lawrence,,Centrum-West,52.377144829724024,4.895798461509406,Entire home/apt,380,3,64,2018-10-28,1.28,1,154
4496730,City centre apartment at Vondelpark,3253643,Shaheen,,De Baarsjes - Oud-West,52.35935481731543,4.859549931854336,Entire home/apt,170,2,3,2018-07-01,0.07,1,0
4498117,"Quiet&cozy, private house with garden Amsterdam",2209324,Letty,,Oud-Noord,52.38736487824277,4.926479441575876,Entire home/apt,69,3,5,2016-08-08,0.17,1,0
4501250,"Comfortable, stylish and clean",23344273,Ingrid,,De Pijp - Rivierenbuurt,52.35115757359643,4.89526278996228,Entire home/apt,98,10,35,2017-10-02,0.69,1,75
4502661,Nice modern apartment in Amsterdam West!,10154967,Rouming,,De Baarsjes - Oud-West,52.36755871700017,4.850349517445221,Entire home/apt,109,7,8,2015-08-17,0.16,2,0
4504936,Modernist apartment close to centre,11183499,Hendrik-Jan,,De Pijp - Rivierenbuurt,52.34330877002254,4.904305100925515,Entire home/apt,100,3,0,,,1,0
4513665,Amsterdam Houseboat,23403760,Richard,,Oostelijk Havengebied - Indische Buurt,52.37101797563288,4.940567957708517,Private room,100,2,7,2019-01-02,0.14,1,182
4516324,Lvly Sps Light Family House,1643502,Leonie,,Westerpark,52.37462026232737,4.86867460023848,Entire home/apt,185,5,34,2018-10-29,0.67,1,14
4516506,100m² modern apartment | XL bed | Superhost,4373419,Yunfei,,Bos en Lommer,52.37653514047897,4.837985945827443,Entire home/apt,210,2,27,2018-11-25,0.61,2,134
4522340,Cosy Ground Floor Apt With BACKYARD in Amsterdam,8307629,Mara,,De Baarsjes - Oud-West,52.369541536874756,4.854118049710796,Entire home/apt,132,2,25,2018-08-15,0.89,1,0
4523624,"Bel appartement, quartier des musés",12179257,Martine,,Zuid,52.356649394734006,4.877442166506013,Entire home/apt,300,4,36,2019-01-02,0.78,1,350
4524356,Sunlit room in 100m² shared apartment,4373419,Yunfei,,Bos en Lommer,52.37639198742438,4.838102819197955,Private room,70,2,64,2018-11-04,1.38,2,89
4529124,Museum quarter - quiet and cosy apt,23385018,Sheryl,,Zuid,52.35592823508818,4.8853360320348305,Entire home/apt,199,2,51,2019-01-01,1.04,1,8
4529804,Cosy canal apartment,22532813,Jean-Paul,,Westerpark,52.3806081254332,4.878443961096319,Entire home/apt,135,4,10,2018-11-04,0.22,1,12
4530308,Spacious family house with garden,13572361,Inger,,Watergraafsmeer,52.34615902286731,4.9507049418929565,Entire home/apt,225,3,12,2017-01-03,0.27,1,2
4534883,Lovely apartment in Amsterdam West (2p),8378209,Marise,,Slotervaart,52.34816339062836,4.835487141289197,Entire home/apt,125,5,11,2019-01-01,0.75,1,41
4535071,Lovely Quiet Central Apt,7781879,Mark,,Zuid,52.356521405199395,4.874174462161353,Entire home/apt,120,4,0,,,1,0
4536158,Stylish Duplex Apartment Jordaan,3304389,James & Lina,,Centrum-West,52.37937868934896,4.884682287315186,Entire home/apt,450,2,38,2018-12-17,0.76,1,0
4538211,Big family house (140m2) with garden,23258221,Barbara,,Bos en Lommer,52.37943594402194,4.856525214792588,Entire home/apt,250,5,1,2017-06-26,0.05,1,0
4538386,Spacious appartment Museum Square,23532899,Steven,,Zuid,52.359270193835634,4.878755676201637,Entire home/apt,125,3,25,2018-12-18,0.75,1,14
4539029,"Cute Room! Safe, Green and Clean",1221398,Michelia,,Buitenveldert - Zuidas,52.32784094709756,4.879285543735683,Private room,49,2,84,2017-05-13,1.71,1,0
4543149,"Quiet and comfortable apt, in trendy oud west!",23556233,Femke,,De Baarsjes - Oud-West,52.36439787059115,4.865542043744437,Entire home/apt,125,7,43,2018-08-19,0.88,1,0
4544218,Sunny apartment (90m2) in Amsterdam,19052569,Claar,,Oud-Oost,52.360050252152654,4.914255672167455,Entire home/apt,120,14,3,2015-08-12,0.07,1,0
4544589,Amsterdam home/15 min to center/Free parking,21949347,Karen,,Bijlmer-Centrum,52.30501396809079,4.952917697505555,Entire home/apt,250,2,10,2018-12-10,0.20,1,104
4549402,Private room in Amsterdam,23587375,George,,De Baarsjes - Oud-West,52.36553635968958,4.852595668158967,Private room,78,1,356,2019-01-10,7.06,2,297
4550468,Cherry Tree Bed & Breakfast,23593514,Alexander,,Zuid,52.35016912595764,4.847356140555763,Private room,95,2,116,2019-01-05,2.36,1,333
4552264,Cosy apartment in the Westerpark!!,11068648,Marlou,,Westerpark,52.38420095586607,4.8781364744736155,Private room,70,1,54,2019-01-02,1.08,1,157
4552518,Lovely apartment at Haarlemmerdijk - Jordaan,23602917,Arend & Diana,,Centrum-West,52.384683193273254,4.885631604891472,Entire home/apt,300,2,17,2018-09-23,0.35,1,0
4555659,Manon's Place,1016298,Manon,,Bos en Lommer,52.37818872721933,4.850870897845649,Entire home/apt,145,2,41,2018-11-26,0.81,1,255
4556840,Beautiful room with canal view,21935204,Gian Luca & Ron,,De Baarsjes - Oud-West,52.3705936434292,4.868729073015777,Private room,109,2,60,2018-11-11,1.33,1,315
4557044,Private rooms near centre & musea!,23623590,Annemiek & Eric,,De Baarsjes - Oud-West,52.371889007507725,4.862749874478583,Private room,90,2,60,2018-11-11,1.30,1,0
4561392,"Design loft apt,canal house,130m2",8081358,Paul,,Centrum-West,52.37248771672277,4.883739448876858,Entire home/apt,295,2,19,2018-12-27,0.39,1,71
4561898,Studio Central Amsterdam // Monthly Stays Welcome,2138840,Scarlett,,Centrum-Oost,52.36095271637566,4.886860995777522,Entire home/apt,110,3,16,2018-11-10,0.32,1,365
4564797,Trendy & cozy 2P apartment | Nearby City Centre,23515265,Remon,,De Pijp - Rivierenbuurt,52.3535288857652,4.901728088314743,Entire home/apt,100,2,33,2019-01-01,0.66,1,0
4565021,"AMAZING park views, perfect for couples!",23646547,Laura,,Westerpark,52.38487837206901,4.877177489270553,Entire home/apt,105,2,12,2018-12-30,0.73,1,2
4571484,Canal View Loft 41,17438517,Milan,,Centrum-West,52.36759467943323,4.87865298289947,Entire home/apt,220,2,25,2018-10-08,0.69,1,226
4578467,Cosy bedroom in artsy apartment!,7404442,Nina,,De Baarsjes - Oud-West,52.372571715180946,4.8633146654970245,Private room,72,2,4,2015-10-18,0.08,1,0
4584373,Sunny cosy house with sauna in East,652806,Marije & Ruud,,Watergraafsmeer,52.355910893087824,4.936926699719433,Entire home/apt,175,7,3,2016-05-07,0.07,1,167
4586666,Spacious apartment on the Amstel,11689647,Suzanne,,De Pijp - Rivierenbuurt,52.34621519032826,4.910048995183254,Entire home/apt,175,5,11,2017-10-15,0.24,1,0
4587668,Beautiful apartment on the Canals,312454,Rachel,,Centrum-Oost,52.35983833292283,4.890184173242399,Entire home/apt,170,1,48,2017-06-11,0.98,1,0
4587844,Spacious apartment in school,3640101,Johanna,,Centrum-Oost,52.37108130953955,4.93236260921879,Entire home/apt,350,3,20,2018-08-16,0.42,1,139
4590871,Spacious  & stylish apartment - centrally located,3888519,Micha,,De Pijp - Rivierenbuurt,52.3571709167009,4.892950941456238,Entire home/apt,250,2,31,2019-01-05,0.67,1,36
4591186,Modern family appt with free bikes,3293310,Jasper,,Oud-Oost,52.359633867850576,4.915949503452162,Entire home/apt,110,10,1,2015-06-26,0.02,1,0
4591192,The Hidden House Amsterdam,23799357,Renée,,De Pijp - Rivierenbuurt,52.357436837429205,4.903214188433875,Private room,99,3,315,2019-01-09,6.25,1,72
4591766,Beautiful Loft in Amsterdam,14460642,Marcel,,De Baarsjes - Oud-West,52.37302493013504,4.858335669075219,Entire home/apt,149,7,2,2015-04-24,0.04,1,363
4591819,"Bed at Pander, centrally located",23802419,Klaartje,,De Pijp - Rivierenbuurt,52.351637266770354,4.906592728331025,Private room,89,3,117,2018-12-16,2.38,1,328
4594303,Room in De Pijp,2315881,Sonia,,De Pijp - Rivierenbuurt,52.353439494906425,4.88996825172191,Private room,80,2,8,2018-08-21,0.16,2,0
4594804,Cosy apartment near The Vondelpark,2985908,Madelijn,,Zuid,52.35020368263725,4.853815330474331,Entire home/apt,120,1,5,2016-08-06,0.10,1,0
4599323,Cosy bedroom in artsy apartment!,5600787,Loes,,De Baarsjes - Oud-West,52.37110984813149,4.86356864743666,Private room,60,1,9,2016-02-11,0.18,1,0
4600067,*NEW* Houseboat AquaView,23842289,Aqua,,Centrum-West,52.385289678010025,4.888202754338565,Entire home/apt,195,2,196,2019-01-03,3.99,1,275
4600731,Apt. near Vondelpark and Schiphol,22605509,Sander,,Zuid,52.35017249051576,4.849433506242278,Entire home/apt,150,1,2,2015-05-25,0.04,1,365
4601431,Luxurious sailing ship anno 1881 ,23847808,Peter,,Oostelijk Havengebied - Indische Buurt,52.37777074153404,4.93137833698443,Private room,90,1,0,,,1,97
4605575,Amazing eco house with garden!,23865316,Bastiaan,,Slotervaart,52.353103523559696,4.829098090719586,Entire home/apt,200,6,3,2015-08-29,0.07,2,207
4609694,Artistic & Spacious with Piano @Trendy Area,23884773,Philip,,Centrum-Oost,52.37220348817348,4.930642430808075,Entire home/apt,139,4,24,2018-08-14,0.49,1,0
4610631,Spacious A'dam Central Apartment,23727734,Mike,,Centrum-Oost,52.37003981402923,4.913213489048058,Entire home/apt,89,3,21,2017-01-05,0.42,1,0
4610921,Houseboat in Amsterdam city centre,23561579,Daniel,,De Baarsjes - Oud-West,52.37154674614189,4.871962122391077,Entire home/apt,325,1,102,2018-10-23,2.10,1,363
4611100,Stylish Apartment in Amsterdam,23889714,Rik,,De Pijp - Rivierenbuurt,52.34532965321236,4.894074180314152,Entire home/apt,145,2,0,,,1,0
4611207,Amsterdam Insiders Studio,23890644,Milton,,Centrum-West,52.38285396963392,4.88790103496749,Entire home/apt,145,4,66,2018-10-21,1.32,1,0
4611926,Big room in beautiful apartment in the center!,17548755,Beau,,Westerpark,52.37598581758425,4.8736999703108985,Private room,68,2,1,2014-12-22,0.02,1,0
4613438,Bedroom in beautiful garden house,23822230,Thomas,,Oud-Noord,52.39515363732699,4.914393971810721,Entire home/apt,150,1,2,2015-09-02,0.05,1,0
4613860,Charming and cosy apartment,23462322,Miranda,,Oud-Oost,52.354722351046895,4.9185337939799645,Entire home/apt,97,6,34,2017-08-30,0.74,1,0
4614017,Groep Accommodation Sailing Ship,23667032,Sandra,,Westerpark,52.392194553290935,4.882654357187028,Entire home/apt,600,3,11,2017-05-14,0.22,2,235
4616816,Family apartment in De Pijp ,23917371,Roman,,De Pijp - Rivierenbuurt,52.35364132933415,4.904810281887312,Entire home/apt,150,3,39,2017-10-01,0.82,1,0
4619263,Cosy apartment with private garden!,3265979,Ingrid,,Zuid,52.34811569688399,4.858194687801304,Entire home/apt,349,2,28,2018-05-01,0.57,1,83
4619390,Beautifull designed apartment AMS,23928189,Bram,,Slotervaart,52.3522233280835,4.831320722112614,Entire home/apt,100,3,23,2018-07-25,0.50,2,12
4627398, Studio near Jordaan and Vondelpark,23880448,Yulia,,De Baarsjes - Oud-West,52.366208206806675,4.87350378927596,Entire home/apt,120,3,51,2018-11-04,1.03,1,20
4630306,Bright and cosy house,17314787,Eva,,Noord-West,52.41703033826859,4.882220657024865,Entire home/apt,75,2,8,2018-02-25,0.18,1,165
4630817,Spacious Family house with big garden in Amsterdam,1485021,Barend,,Watergraafsmeer,52.3525260473665,4.936010534102246,Entire home/apt,200,5,2,2018-10-24,0.39,2,21
4634719,Lovely modern & cosy apartment,7830766,Hanne,,Oud-Oost,52.361800589981286,4.9295218057090535,Entire home/apt,110,5,11,2018-10-05,0.22,1,0
4634987,Central & Spacious family apartment,12363791,Jonas,,Oud-Noord,52.38653563302731,4.914255445521437,Entire home/apt,159,3,56,2018-10-28,1.13,1,266
4635416,Room in a charming canal house - 22,24002310,Hans,,Centrum-Oost,52.363573226516294,4.898823334155574,Private room,67,2,134,2018-10-30,2.69,3,18
4636051,Nice room for 2 or 3 near the city,16274382,Gina,,Oud-Oost,52.35708912025238,4.907156302401975,Private room,100,2,69,2018-12-09,1.58,4,0
4640869,"The one you'll love...clean,quiet cozy & central",23886273,Marielle,,De Baarsjes - Oud-West,52.36660480053587,4.875086188793436,Private room,120,5,126,2019-01-05,2.54,2,95
4641070,Fresh Studio 8 mins from CS,10937669,Giovanni,,Watergraafsmeer,52.341146023589346,4.921292760833884,Private room,83,3,219,2018-04-01,4.38,1,0
4643339,Cozy apartement in Oud-West,5604808,Raoul,,De Baarsjes - Oud-West,52.3678847805529,4.864597985061402,Entire home/apt,98,2,2,2015-01-04,0.04,1,0
4646450,Large and Light Canalview Apartment,21559867,Aya,,De Baarsjes - Oud-West,52.36357836309628,4.879471990247451,Entire home/apt,170,3,16,2017-08-11,0.34,1,0
4647436,"GREAT apartment in Amsterdam South, close to RAI",2526812,Margot,,De Pijp - Rivierenbuurt,52.34307855564508,4.893950118138257,Entire home/apt,125,2,14,2018-09-28,0.67,1,0
4647548,Character Property with Canal Views,24060451,Sasha,,Centrum-West,52.36759795958014,4.88112852581691,Entire home/apt,125,3,2,2016-01-13,0.05,1,0
4647904,Comfy apartment with great location in De Pijp,21320310,Ken & Kristi,,De Pijp - Rivierenbuurt,52.35477228939762,4.887752547821379,Entire home/apt,185,3,24,2018-10-14,0.59,1,0
4648294,Lovely room in shared apartment Amsterdam,24063989,Rienke,,Oud-Oost,52.35530164046887,4.918626870620512,Private room,48,3,8,2018-06-25,0.16,1,7
4651470,"Cosy, typical Amsterdam apartment",8719144,Daniel & Nina,,Oostelijk Havengebied - Indische Buurt,52.36172941226112,4.933063043090287,Entire home/apt,85,2,14,2016-08-07,0.28,1,0
4655656,"The one you'll love..clean,quiet,cosy& central",23886273,Marielle,,De Baarsjes - Oud-West,52.36775944281861,4.874953506266806,Private room,110,5,163,2019-01-06,3.25,2,48
4655999,Light filled room in canalside home,3556952,Jo,,Westerpark,52.3807080467958,4.875127068901971,Private room,65,1,42,2016-10-02,0.88,2,0
4656443,Comfortable and light apartment,24100581,Jasper,,Zuid,52.34850570108978,4.847363673659897,Entire home/apt,130,4,4,2018-04-23,0.08,1,365
4656557,Cosy Cottage,2427338,Felicia & Marc,,Oud-Noord,52.39304802363828,4.9245155669483385,Entire home/apt,79,2,196,2019-01-08,4.22,1,260
4657496,Magnificent Museumquarter Apartment,9381245,Menno,,Zuid,52.35392420889784,4.87194625053688,Entire home/apt,178,3,59,2018-10-23,1.25,1,87
4666359,"Sailing barge Confiance, Amsterdam",24143494,Jan-Willem,,IJburg - Zeeburgereiland,52.35307345406798,5.006480496474712,Entire home/apt,495,2,51,2018-12-16,1.04,1,138
4669961,Perfect central place to stay in Amsterdam!,24157658,Jamie,,De Baarsjes - Oud-West,52.369256172824834,4.848795542588618,Entire home/apt,100,2,6,2018-09-17,0.13,1,18
4670406,Great family appt with rooftop terrace,23957347,Monique,,De Baarsjes - Oud-West,52.36470196407297,4.874647144410072,Entire home/apt,280,2,16,2018-12-09,0.36,1,320
4671224,Renovated private room outside city centre,9403360,Roel,,Slotervaart,52.362484962318185,4.841002361544683,Private room,65,3,78,2016-10-31,1.59,1,0
4673904,Beautiful new and hip apartment!,19159655,Maaike,,De Baarsjes - Oud-West,52.373713820960155,4.861477956872161,Entire home/apt,200,2,64,2018-09-27,1.30,1,5
4677465,"Spacious family home, Vondelpark & Museum District",11994313,Sanne,,De Baarsjes - Oud-West,52.35818779510999,4.860038418436365,Entire home/apt,105,3,31,2018-12-26,0.63,1,0
4683947,"",24220387,Tessa,,Zuid,52.347287784946694,4.856014310630495,Entire home/apt,100,1,1,2015-01-02,0.02,1,0
4684609,Amazing Flat Near Centrum Amsterdam,23695599,Janina,,De Baarsjes - Oud-West,52.36122075503067,4.8605005791953575,Private room,89,2,7,2018-06-24,0.16,1,90
4686192,Cosy apartment near Westerpark,20528521,Veronique,,Bos en Lommer,52.38299349499474,4.8503525884197245,Entire home/apt,99,3,7,2018-08-05,0.15,1,0
4693511,Cozy apartment at central location,9436031,Olivia,,Oud-Oost,52.35008627482987,4.914006461651707,Entire home/apt,105,3,17,2018-07-09,0.34,1,0
4695968,Studio Amsterdam Oost,24277919,Ivvy-Chloé,,Oostelijk Havengebied - Indische Buurt,52.36328721959504,4.9350973734322165,Entire home/apt,100,7,3,2017-06-09,0.07,1,0
4696241,"HOUSEBOAT, luxury in loftstyle",24279237,Sandra,,De Pijp - Rivierenbuurt,52.351414138164316,4.909383490764702,Entire home/apt,198,1,116,2018-12-15,2.33,2,0
4696282,"Central, cozy apartment Amsterdam",12044630,Claudia,,Westerpark,52.38503848001868,4.875101111454128,Entire home/apt,90,5,38,2018-09-30,0.77,1,11
4697335,Family Summer  Amsterdam Retreat,4012772,Emma,,Oud-Oost,52.35699356334757,4.9110393104259975,Entire home/apt,150,3,1,2017-01-02,0.04,1,0
4697359,"A modern, bright penthouse",24283793,Qilin,,De Baarsjes - Oud-West,52.3611872688403,4.872234110923651,Entire home/apt,225,5,41,2016-09-28,0.89,1,0
4697911,family home with garden,16626677,Kees,,Noord-Oost,52.3991272984682,4.953999697510392,Entire home/apt,160,5,21,2018-08-26,0.43,1,2
4699714,Welcome on board - Orion Amsterdam,24294513,Wouter,,Westerpark,52.394213083425406,4.883155844975825,Entire home/apt,495,2,50,2019-01-01,1.07,1,169
4703041,Apartment city center Amsterdam,24311597,Noor,,Centrum-Oost,52.36595544757186,4.905837354197436,Entire home/apt,120,2,10,2018-11-02,0.20,1,0
4707046,The Coolest Neighborhood in Town,971085,Rod,,Centrum-Oost,52.36901329382747,4.924420527678729,Entire home/apt,120,2,25,2016-12-27,0.50,1,0
4707711,Roofterrace Loft Vondelpark Amsterdam Center,2361545,Pieter & Nadia,,De Baarsjes - Oud-West,52.357571197128536,4.854913922791152,Entire home/apt,149,3,25,2019-01-01,0.51,1,313
4708117,At home in Amsterdam,14895424,Walter,,De Baarsjes - Oud-West,52.373826957787024,4.861380635490074,Private room,59,3,145,2017-02-28,2.92,2,0
4713270,"Houseboot ""Aphrodite"", NDSM wharf",24355586,Eva,,Oud-Noord,52.40193105994851,4.901844524401375,Entire home/apt,225,2,9,2018-12-30,0.36,1,0
4714161,"2 colourfull, seperate rooms in cosey area Pijp!",24358999,Olaf,,De Pijp - Rivierenbuurt,52.35361522862101,4.898353403489761,Private room,124,2,234,2018-12-30,4.76,1,77
4715688,Lovely 2-bedroom apartment (112m2),18569537,Bas,,De Baarsjes - Oud-West,52.360348583295895,4.861483940080983,Entire home/apt,175,2,39,2017-11-28,1.01,1,0
4721743,Bed & Coffee Room in Amsterdam Centre,2313061,Marcel,,Centrum-West,52.376651332281924,4.882456157934317,Private room,99,1,226,2018-12-28,6.91,2,64
4721855,Luxurious and cosy apartment,4450008,Dirk,,Westerpark,52.388412335140714,4.87851256529144,Entire home/apt,145,4,30,2017-07-13,0.61,1,0
4726963,Amsterdam @the Rembrand Park,7519077,Renske,,Slotervaart,52.36262387959947,4.836371162326247,Entire home/apt,120,4,1,2015-05-11,0.02,1,0
4727758,Top of the City on super location with canal view!,24414973,Chiara & Family,,Centrum-West,52.36740117555894,4.890193087705361,Private room,135,2,182,2019-01-04,3.95,1,229
4730982,"Relaxed, but still close to the cen",24430509,Joost,,De Aker - Nieuw Sloten,52.34629096565419,4.8149821871462235,Private room,65,1,0,,,1,0
4732811,Single bedroom front side shared apartment,20979476,Michelle,,Bos en Lommer,52.382684234203,4.847999834022016,Private room,56,1,139,2019-01-08,6.44,2,74
4732842,Romantic place for couples,24437848,Ilse,,Westerpark,52.39041194526699,4.886220550007568,Entire home/apt,99,2,32,2018-12-26,0.65,1,193
4734001,Beautiful Canal View Apartment,24442144,Justin,,Westerpark,52.3740193052338,4.8739591629590135,Entire home/apt,120,4,25,2019-01-05,0.51,1,134
4735280,PURE APARTMENT AMSTERDAM JORDAAN,2273227,Joost,,Centrum-West,52.37254262097553,4.875760099878742,Entire home/apt,180,2,17,2018-09-17,0.37,1,0
4736237,Cosy and Bright 2 Bedroom Apartment,4289713,Jelle,,Oostelijk Havengebied - Indische Buurt,52.365166735426506,4.934755517559601,Entire home/apt,101,4,35,2018-09-23,0.83,1,15
4736245,Two bedroom apartment at the Westerpark,6482648,Marjolein,,Bos en Lommer,52.38204101789601,4.857079842031544,Entire home/apt,125,60,10,2017-08-15,0.37,1,347
4736274,Beautiful and spacious app in the center,2773540,Mari Carmen,,Centrum-Oost,52.36694579967833,4.919812615138975,Entire home/apt,200,4,12,2018-04-29,0.24,1,58
4740127,Great appartment with garden ,7132573,Jasper,,Bos en Lommer,52.376497358448624,4.861533357727846,Entire home/apt,95,3,9,2017-03-20,0.18,1,0
4743452,"SPACIOUS APP, TRENDY AREA DOWNTOWN ",24483809,Elif,,De Baarsjes - Oud-West,52.36541857862213,4.871708367723118,Entire home/apt,200,2,4,2015-10-25,0.09,1,0
4743636,Room in a charming canal house - 32,24002310,Hans,,Centrum-Oost,52.36392925002505,4.898180335228467,Private room,58,2,101,2018-12-04,2.04,3,20
4745111,Great apartment in the Museum Area,24329746,S,,Zuid,52.35275092140727,4.884374159305438,Entire home/apt,150,2,11,2016-03-26,0.24,1,0
4748130,Design apartment w/rooftop terrace!,3359487,Malu,,Oud-Oost,52.363756840476256,4.924279616696066,Entire home/apt,150,6,13,2018-03-04,0.26,1,33
4748150,Spacious stylish & central with sunny roof terrace,11298034,Robin,,Westerpark,52.390247269430645,4.877855804135888,Entire home/apt,142,3,18,2018-01-01,0.41,1,0
4754897,Modern House in Amsterdam,11616877,Peter,,Buitenveldert - Zuidas,52.329850371685495,4.858112688930075,Entire home/apt,360,7,0,,,1,0
4756790,Lovely & Stylish near Vondelpark,3748993,Esther,,Zuid,52.3512236720268,4.855123320792848,Entire home/apt,129,3,19,2018-04-22,0.41,1,76
4757323,Great sunny apartment at new hot spot,13198283,Foppe,,Watergraafsmeer,52.338657542790514,4.9183922349989055,Entire home/apt,150,3,5,2016-08-20,0.10,1,0
4761760,Beautiful new sunny water-side apartment with boat,24569854,"Maarten, Linde, Melle En Ilja",,Oostelijk Havengebied - Indische Buurt,52.370900895286894,4.941489044051592,Entire home/apt,175,3,7,2018-08-21,0.24,1,0
4762636,Apartment close to cs,3605964,Marijs,,Oud-Noord,52.39457165087539,4.914178088631386,Entire home/apt,40,1,3,2017-01-07,0.06,1,0
4763419,Spacious & bright apt with garden,3913240,Reinout,,De Baarsjes - Oud-West,52.36619026379575,4.8758482569977035,Entire home/apt,249,5,27,2018-04-03,0.58,1,177
4763797,"apartment in centre, canal view    ",24579161,Gabrielle,,Centrum-West,52.373872107126374,4.886809438157716,Private room,148,1,194,2018-12-24,3.90,1,346
4764097,Cosy spacious apartment Amsterdam,10780873,Dominique,,Centrum-Oost,52.37211698970796,4.909549434626978,Entire home/apt,109,2,49,2017-02-26,1.14,1,0
4764531,Comfortable in Amsterdam centre,24471465,David,,Centrum-Oost,52.36902186380228,4.91174460746007,Entire home/apt,158,5,10,2019-01-01,0.20,1,0
4764819,Room in Amsterdam-Center,12232781,Danielle,,Centrum-Oost,52.36470576747289,4.905359493657312,Private room,60,1,220,2018-12-28,4.47,1,51
4765688,Wonderful located 60m2 apt. De Pijp,6733165,Benjamin & Jessy,,De Pijp - Rivierenbuurt,52.35554665937588,4.889384421340742,Entire home/apt,90,2,6,2015-01-25,0.12,2,0
4770029,Amsterdam New Years Apartments,24607160,James,,Watergraafsmeer,52.34403117474001,4.915015643215177,Entire home/apt,300,4,0,,,1,0
4770878,Trendy apartment in funky Baarsjes!,12995038,Laura,,De Baarsjes - Oud-West,52.36500048741926,4.856434224380688,Entire home/apt,120,8,3,2015-10-12,0.06,1,0
